äa	f. poss. pron. her; {dit es äa Rock - this is her dress}. 	https://ereimer.net/plautdietsch/pddefns.htm#%C3%A4a	äa	Ehr	http://example.org/lexicon#S%C4%93_Ehr
_	_	_	oppsate	opsetten	http://example.org/lexicon#sik_opsetten
Oppsauts	m. (pl: e) wagon box for hauling grain. 	https://ereimer.net/plautdietsch/pddefns.htm#Oppsauts	Oppsauts	Opsatz	http://example.org/lexicon#Opsatz
Oppsautswoage	m. a wagon with a grain box. 	https://ereimer.net/plautdietsch/pddefns.htm#Oppsautswoage	Oppsautswoage	_
oppschape	to dip up a liquid. 	https://ereimer.net/plautdietsch/pddefns.htm#oppschape	oppschape	_
oppschedde	to pour on (not a liquid). 	https://ereimer.net/plautdietsch/pddefns.htm#oppschedde	oppschedde	_
oppscheffle	to shovel up. 	https://ereimer.net/plautdietsch/pddefns.htm#oppscheffle	oppscheffle	_
opp'scheislijch	ugly, hideous, horrible, abominable, atrocious, grisly, detestable, heinous. 	https://ereimer.net/plautdietsch/pddefns.htm#opp%27scheislijch	opp'scheislijch	_
oppscherre	to harness a horse. 	https://ereimer.net/plautdietsch/pddefns.htm#oppscherre	oppscherre	_
oppschijchte	to pile up in layers, to stack. 	https://ereimer.net/plautdietsch/pddefns.htm#oppschijchte	oppschijchte	opschichten	http://example.org/lexicon#opschichten
Oppschlach	m. (pl: Oppschläaj) lapel, collar. 	https://ereimer.net/plautdietsch/pddefns.htm#Oppschlach	Oppschlach	Opslağ	http://example.org/lexicon#Opsla%C4%9F
oppschlape	to hang so low it drags. 	https://ereimer.net/plautdietsch/pddefns.htm#oppschlape	oppschlape	opslepen	http://example.org/lexicon#opslepen
oppschlertse	to slit open. 	https://ereimer.net/plautdietsch/pddefns.htm#oppschlertse	oppschlertse	_
oppschlone	to raise (prices, tent, collar) ; to find a reference in a book. 	https://ereimer.net/plautdietsch/pddefns.htm#oppschlone	oppschlone	opsloon	http://example.org/lexicon#%28sik%29_opsloon%7Cslogen
_	_	_	oppschlone	opsloon	http://example.org/lexicon#opsloon%7Cslogen
oppschlucke	to swallow. 	https://ereimer.net/plautdietsch/pddefns.htm#oppschlucke	oppschlucke	_
oppschlurpse	to slurp up. 	https://ereimer.net/plautdietsch/pddefns.htm#oppschlurpse	oppschlurpse	_
Oppschluss	m. advice, explanation. 	https://ereimer.net/plautdietsch/pddefns.htm#Oppschluss	Oppschluss	_
oppschmäare	to spread on bread; to confront with. 	https://ereimer.net/plautdietsch/pddefns.htm#oppschm%C3%A4are	oppschmäare	Opsmeer	http://example.org/lexicon#Opsmeer
_	_	_	oppschmäare	opsmeren	http://example.org/lexicon#opsmeren
Oppschnacka	m. a tape recorder. 	https://ereimer.net/plautdietsch/pddefns.htm#Oppschnacka	Oppschnacka	_
oppschnacke	to record, to pick up words, as a child picks up words from an adult. 	https://ereimer.net/plautdietsch/pddefns.htm#oppschnacke	oppschnacke	_
oppschnett	to have something in mind, to anticipate something. 	https://ereimer.net/plautdietsch/pddefns.htm#oppschnett	oppschnett	_
Oppschnieda	m. a braggart. 	https://ereimer.net/plautdietsch/pddefns.htm#Oppschnieda	Oppschnieda	Opsnieder	http://example.org/lexicon#Opsnieder
oppschniede	to brag; to cut into pieces. 	https://ereimer.net/plautdietsch/pddefns.htm#oppschniede	oppschniede	opsnieden	http://example.org/lexicon#opsnieden
oppschoape	to sharply get someones attention. to sharply remind. 	https://ereimer.net/plautdietsch/pddefns.htm#oppschoape	oppschoape	_
oppschriee	to cry out. 	https://ereimer.net/plautdietsch/pddefns.htm#oppschriee	oppschriee	_
oppschriewe	to make a note of, to write down, tabulate. 	https://ereimer.net/plautdietsch/pddefns.htm#oppschriewe	oppschriewe	opschrieḃen	http://example.org/lexicon#opschrie%E1%B8%83en
_	_	_	oppschriewe	opschrieḃen	http://example.org/lexicon#wat_opschrie%E1%B8%83en
oppschüwe	to postpone, to procrastinate; to raise, like a window. 	https://ereimer.net/plautdietsch/pddefns.htm#oppsch%C3%BCwe	oppschüwe	opschuḃen	http://example.org/lexicon#opschu%E1%B8%83en
oppschwale	to swell up. 	https://ereimer.net/plautdietsch/pddefns.htm#oppschwale	oppschwale	_
oppseene	to oversee. 	https://ereimer.net/plautdietsch/pddefns.htm#oppseene	oppseene	Opsēhn	http://example.org/lexicon#dat_Ops%C4%93hn
_	_	_	oppseene	opsēhn	http://example.org/lexicon#ops%C4%93hn
Oppseene	n. a scene, stir, excitement. 	https://ereimer.net/plautdietsch/pddefns.htm#Oppseene	Oppseene	Opsēhn	http://example.org/lexicon#dat_Ops%C4%93hn
_	_	_	Oppseene	opsēhn	http://example.org/lexicon#ops%C4%93hn
Oppsejcht	f. supervision, inspection. 	https://ereimer.net/plautdietsch/pddefns.htm#Oppsejcht	Oppsejcht	_
Oppsejchta	m. supervisor, superintendent, guardian, inspector. 	https://ereimer.net/plautdietsch/pddefns.htm#Oppsejchta	Oppsejchta	_
oppsette	to sit up; to mount a vehicle or a horse. 	https://ereimer.net/plautdietsch/pddefns.htm#oppsette	oppsette	opsetten	http://example.org/lexicon#%C4%97n_Fliep_hangen_loten%7Cmoken%7Copsetten%7Ctrecken
_	_	_	oppsette	opsetten	http://example.org/lexicon#%C4%97n_Ries_opsetten
_	_	_	oppsette	opsetten	http://example.org/lexicon#opsetten
_	_	_	oppsette	opsetten	http://example.org/lexicon#sik_opsetten
oppspalde	to pin up. 	https://ereimer.net/plautdietsch/pddefns.htm#oppspalde	oppspalde	_
oppspekje	to impale. 	https://ereimer.net/plautdietsch/pddefns.htm#oppspekje	oppspekje	_
oppspikjre	to store, like grain. 	https://ereimer.net/plautdietsch/pddefns.htm#oppspikjre	oppspikjre	_
oppspoare	to save up, to be thrifty. 	https://ereimer.net/plautdietsch/pddefns.htm#oppspoare	oppspoare	opsporen	http://example.org/lexicon#opsporen
_	_	_	oppspoare	opspârren	http://example.org/lexicon#opsp%C3%A2rren
oppspoole	to split, like a rail, to wind thread on a spool or bobbin. 	https://ereimer.net/plautdietsch/pddefns.htm#oppspoole	oppspoole	opspōlen	http://example.org/lexicon#opsp%C5%8Dlen
oppsprenje	to blow up, to explode. 	https://ereimer.net/plautdietsch/pddefns.htm#oppsprenje	oppsprenje	opspringen	http://example.org/lexicon#opspringen
oppsprinje	to jump up. 	https://ereimer.net/plautdietsch/pddefns.htm#oppsprinje	oppsprinje	opspringen	http://example.org/lexicon#opspringen
oppssoppe	absorb, soak up, sop up. 	https://ereimer.net/plautdietsch/pddefns.htm#oppssoppe	oppssoppe	_
oppstale	to erect, to set up, nominate, establish. 	https://ereimer.net/plautdietsch/pddefns.htm#oppstale	oppstale	opstellen	http://example.org/lexicon#Pukers_opstellen
_	_	_	oppstale	opstellen	http://example.org/lexicon#mit_wat%7C%C4%93%C4%93n_nix_opstellen_k%C3%B6nen
_	_	_	oppstale	opstellen	http://example.org/lexicon#mit_wat%7C%C4%93%C4%93n_wat_opstellen_k%C3%B6nen
_	_	_	oppstale	opstellen	http://example.org/lexicon#opstellen
_	_	_	oppstale	opstellen	http://example.org/lexicon#sik_opstellen
_	_	_	oppstale	opstellen	http://example.org/lexicon#wat_opstellen
_	_	_	oppstale	opstâllen	http://example.org/lexicon#opst%C3%A2llen
Oppstaunt	rebellion, insurrection. 	https://ereimer.net/plautdietsch/pddefns.htm#Oppstaunt	Oppstaunt	_
oppsteete	to burp. 	https://ereimer.net/plautdietsch/pddefns.htm#oppsteete	oppsteete	opstütten	http://example.org/lexicon#opst%C3%BCtten
_	_	_	oppsteete	opstȫten	http://example.org/lexicon#opst%C8%ABten
oppsternootsch	obstreperous, contrary minded, fractious, obstinate, rebellious. 	https://ereimer.net/plautdietsch/pddefns.htm#oppsternootsch	oppsternootsch	opsternootsch	http://example.org/lexicon#opsternootsch
oppstone	to get up, arise, stand up. 	https://ereimer.net/plautdietsch/pddefns.htm#oppstone	oppstone	opstohn	http://example.org/lexicon#%28dor%29_opstohn
_	_	_	oppstone	opstohn	http://example.org/lexicon#opstohn
oppstopsle	pile up in layers, stack. 	https://ereimer.net/plautdietsch/pddefns.htm#oppstopsle	oppstopsle	_
opptäajel	an adjustable strap from the bridle along the mane of the horse to the backstrap of the harness, to hold up the horse's head. 	https://ereimer.net/plautdietsch/pddefns.htm#oppt%C3%A4ajel	opptäajel	_
Opp'täkj	f. drugstore, pharmacy, apothecary. 	https://ereimer.net/plautdietsch/pddefns.htm#Opp%27t%C3%A4kj	Opp'täkj	_
opptäkjne	to note, to mark. 	https://ereimer.net/plautdietsch/pddefns.htm#oppt%C3%A4kjne	opptäkjne	_
oppteeme	to bridle. 	https://ereimer.net/plautdietsch/pddefns.htm#oppteeme	oppteeme	optȫmen	http://example.org/lexicon#opt%C8%ABmen
Opp'tiet	m. appetite. 	https://ereimer.net/plautdietsch/pddefns.htm#Opp%27tiet	Opp'tiet	_
opp'tietlijch	appetizing. 	https://ereimer.net/plautdietsch/pddefns.htm#opp%27tietlijch	opp'tietlijch	_
opp'too	toward, in the direction of. 	https://ereimer.net/plautdietsch/pddefns.htm#opp%27too	opp'too	_
oppträde	to step foprward, appear in public. 	https://ereimer.net/plautdietsch/pddefns.htm#opptr%C3%A4de	oppträde	Optreden	http://example.org/lexicon#dat_Optreden
_	_	_	oppträde	optreden	http://example.org/lexicon#optreden
opptrakje	to wind up like a clock; to string beads; to raise, foster, educate and nurture children. 	https://ereimer.net/plautdietsch/pddefns.htm#opptrakje	opptrakje	Optrecken	http://example.org/lexicon#dat_Optrecken
_	_	_	opptrakje	optrecken	http://example.org/lexicon#optrecken
opptraumpe	to tramp the feet. 	https://ereimer.net/plautdietsch/pddefns.htm#opptraumpe	opptraumpe	_
Opptrett	a public appearance. 	https://ereimer.net/plautdietsch/pddefns.htm#Opptrett	Opptrett	_
oppwäare	to guard. 	https://ereimer.net/plautdietsch/pddefns.htm#oppw%C3%A4are	oppwäare	_
oppwakje	to awaken. 	https://ereimer.net/plautdietsch/pddefns.htm#oppwakje	oppwakje	opwecken	http://example.org/lexicon#opwecken
oppwäkje	to soften by soaking. 	https://ereimer.net/plautdietsch/pddefns.htm#oppw%C3%A4kje	oppwäkje	opwecken	http://example.org/lexicon#opwecken
_	_	_	oppwäkje	opwēken	http://example.org/lexicon#opw%C4%93ken
oppwausche	to wash the dishes. 	https://ereimer.net/plautdietsch/pddefns.htm#oppwausche	oppwausche	Opwasch	http://example.org/lexicon#Opwasch
_	_	_	oppwausche	opwaschen	http://example.org/lexicon#opwaschen
Oppwauschkodda (Tobbdüak)	dishcloth, dishrag. 	https://ereimer.net/plautdietsch/pddefns.htm#Oppwauschkodda%20%28Tobbd%C3%BCak%29	Oppwauschkodda	_
_	_	_	(Tobbdüak)	_
Oppwauschkomm	f. dishwashing basin. 	https://ereimer.net/plautdietsch/pddefns.htm#Oppwauschkomm	Oppwauschkomm	_
oppwausse	to grow up. 	https://ereimer.net/plautdietsch/pddefns.htm#oppwausse	oppwausse	opwassen	http://example.org/lexicon#opwassen
oppweele	to root up. 	https://ereimer.net/plautdietsch/pddefns.htm#oppweele	oppweele	opwȫhlen	http://example.org/lexicon#opw%C8%ABhlen
oppwekjle	to wind or roll up, like a ball of twine. 	https://ereimer.net/plautdietsch/pddefns.htm#oppwekjle	oppwekjle	_
oppwesche	to wipe or mop up. 	https://ereimer.net/plautdietsch/pddefns.htm#oppwesche	oppwesche	_
oppwiese	to show as proof, to prove. 	https://ereimer.net/plautdietsch/pddefns.htm#oppwiese	oppwiese	opwiesen	http://example.org/lexicon#opwiesen
Oppwiess (Oppbewiess)	receipt, proof of purchase. 	https://ereimer.net/plautdietsch/pddefns.htm#Oppwiess%20%28Oppbewiess%29	Oppwiess	_
_	_	_	(Oppbewiess)	_
oppwoake	to awaken. 	https://ereimer.net/plautdietsch/pddefns.htm#oppwoake	oppwoake	Opwoken	http://example.org/lexicon#dat_Opwoken
_	_	_	oppwoake	opwoken	http://example.org/lexicon#opwoken
oppwoame	to warm up. 	https://ereimer.net/plautdietsch/pddefns.htm#oppwoame	oppwoame	opwârmen	http://example.org/lexicon#opw%C3%A2rmen
oppwoats	upward. 	https://ereimer.net/plautdietsch/pddefns.htm#oppwoats	oppwoats	opwârts	http://example.org/lexicon#opw%C3%A2rts
opriete	to tear open. 	https://ereimer.net/plautdietsch/pddefns.htm#opriete	opriete	oprieten	http://example.org/lexicon#oprieten
opschlüte	to unlock. 	https://ereimer.net/plautdietsch/pddefns.htm#opschl%C3%BCte	opschlüte	opsluten	http://example.org/lexicon#opsluten
opschniede	to cut open, slit open, to incise. 	https://ereimer.net/plautdietsch/pddefns.htm#opschniede	opschniede	opsnieden	http://example.org/lexicon#opsnieden
opspekje	to pierce, to lance. 	https://ereimer.net/plautdietsch/pddefns.htm#opspekje	opspekje	_
opwrable	to unravel. 	https://ereimer.net/plautdietsch/pddefns.htm#opwrable	opwrable	_
Or'büs	f. (pl: e) watermelon. (variations Erbüs, Robüs). 	https://ereimer.net/plautdietsch/pddefns.htm#Or%27b%C3%BCs	Or'büs	_
ordne	to regulate, to control. 	https://ereimer.net/plautdietsch/pddefns.htm#ordne	ordne	_
Ordninj	order, trimness, tidiness, discipline. 	https://ereimer.net/plautdietsch/pddefns.htm#Ordninj	Ordninj	_
Ordninj ennfeare	to institute order and regulation. 	https://ereimer.net/plautdietsch/pddefns.htm#Ordninj%20ennfeare	Ordninj	_
_	_	_	ennfeare	_
Orfsel	left over animal feed; feed for goats. 	https://ereimer.net/plautdietsch/pddefns.htm#Orfsel	Orfsel	_
Orjel	f. (pl: Orjle) organ (music). 	https://ereimer.net/plautdietsch/pddefns.htm#Orjel	Orjel	Orgel	http://example.org/lexicon#Orgel_O%7C%C3%96
Orjelfinjaspläte	organ keyboard. 	https://ereimer.net/plautdietsch/pddefns.htm#Orjelfinjaspl%C3%A4te	Orjelfinjaspläte	_
Orjelspäla	m. organist. 	https://ereimer.net/plautdietsch/pddefns.htm#Orjelsp%C3%A4la	Orjelspäla	_
Or'kjestra	f. orchestra. 	https://ereimer.net/plautdietsch/pddefns.htm#Or%27kjestra	Or'kjestra	_
or'noa	considerable, quite a bit. 	https://ereimer.net/plautdietsch/pddefns.htm#or%27noa	or'noa	_
Ort	n. waste. 	https://ereimer.net/plautdietsch/pddefns.htm#Ort	Ort	Oort	http://example.org/lexicon#Oort
_	_	_	Ort	Oort	http://example.org/lexicon#Oort_un_Wies
_	_	_	Ort	Oort	http://example.org/lexicon#no_%C5%8Dle_Oort
_	_	_	Ort	Oort	http://example.org/lexicon#op_%C4%93%C4%93n_Oort
_	_	_	Ort	Oort	http://example.org/lexicon#op_%C4%97n_Oort
_	_	_	Ort	Oort	http://example.org/lexicon#s%C5%8D_op_%C4%97n_Oort
_	_	_	Ort	Ōōrt	http://example.org/lexicon#%C5%8C%C5%8Drt
Os	n. carrion, offal. 	https://ereimer.net/plautdietsch/pddefns.htm#Os	Os	Oos	http://example.org/lexicon#dat_Oos
_	_	_	Os	Oss	http://example.org/lexicon#Oss
Osa	m. (pl: sch) large eddies in a river. 	https://ereimer.net/plautdietsch/pddefns.htm#Osa	Osa	_
ose	to fidget. 	https://ereimer.net/plautdietsch/pddefns.htm#ose	ose	Oos	http://example.org/lexicon#dat_Oos
_	_	_	ose	Oss	http://example.org/lexicon#Oss
_	_	_	ose	osen	http://example.org/lexicon#osen
osijch	having the stench of carrion. 	https://ereimer.net/plautdietsch/pddefns.htm#osijch	osijch	osig	http://example.org/lexicon#osig
_	_	_	osijch	osig	http://example.org/lexicon#osig_veel
_	_	_	osijch	ossig	http://example.org/lexicon#ossig
Osodla , Oshacka	m. (pl: sch) vulture. 	https://ereimer.net/plautdietsch/pddefns.htm#Osodla%20%2C%20Oshacka	Osodla	_
_	_	_	,	_
_	_	_	Oshacka	_
Oss	m. (pl: e) ox, bullock. 	https://ereimer.net/plautdietsch/pddefns.htm#Oss	Oss	Oos	http://example.org/lexicon#dat_Oos
_	_	_	Oss	Oss	http://example.org/lexicon#Oss
Ossemoag	f. tripe. 	https://ereimer.net/plautdietsch/pddefns.htm#Ossemoag	Ossemoag	_
Otboa	m. (pl: re) stork. 	https://ereimer.net/plautdietsch/pddefns.htm#Otboa	Otboa	_
Owe	m. (pl: s) stove. 	https://ereimer.net/plautdietsch/pddefns.htm#Owe	Owe	Oḃen	http://example.org/lexicon#O%E1%B8%83en
Oweback	f. (pl: e) oven. 	https://ereimer.net/plautdietsch/pddefns.htm#Oweback	Oweback	_
Owejräp	f. (pl: e) stove lid handle. 	https://ereimer.net/plautdietsch/pddefns.htm#Owejr%C3%A4p	Owejräp	_
Owekjrekj	f. (pl: e) stove poker, oven cleaning rod. 	https://ereimer.net/plautdietsch/pddefns.htm#Owekjrekj	Owekjrekj	_
Owekleiw	f. (pl: e) stove poker. 	https://ereimer.net/plautdietsch/pddefns.htm#Owekleiw	Owekleiw	_
Owent	m. (pl: Owende) evening. 	https://ereimer.net/plautdietsch/pddefns.htm#Owent	Owent	_
Owent Gottesdeenst	vespers. 	https://ereimer.net/plautdietsch/pddefns.htm#Owent%20Gottesdeenst	Owent	_
_	_	_	Gottesdeenst	Gottsdēēnst	http://example.org/lexicon#Gottsd%C4%93%C4%93nst
Owentdunkel	dusk. 	https://ereimer.net/plautdietsch/pddefns.htm#Owentdunkel	Owentdunkel	_
Owentkost	n. (pl: e) supper. 	https://ereimer.net/plautdietsch/pddefns.htm#Owentkost	Owentkost	_
Owentkost äte	to sup. 	https://ereimer.net/plautdietsch/pddefns.htm#Owentkost%20%C3%A4te	Owentkost	_
_	_	_	äte	Eten	http://example.org/lexicon#Eten
_	_	_	äte	Eten	http://example.org/lexicon#dat_Eten
_	_	_	äte	eten	http://example.org/lexicon#eten_gohn
Owentleet	n. evening song. 	https://ereimer.net/plautdietsch/pddefns.htm#Owentleet	Owentleet	_
Owentlijcht	n. evening light. 	https://ereimer.net/plautdietsch/pddefns.htm#Owentlijcht	Owentlijcht	_
Owentloft	evening air. 	https://ereimer.net/plautdietsch/pddefns.htm#Owentloft	Owentloft	_
Owentmol	communion, the Lord's Supper. 	https://ereimer.net/plautdietsch/pddefns.htm#Owentmol	Owentmol	_
Owentroot	n. gloaming, twilight, sunset. 	https://ereimer.net/plautdietsch/pddefns.htm#Owentroot	Owentroot	_
Owentschaute	m. evening shadow. 	https://ereimer.net/plautdietsch/pddefns.htm#Owentschaute	Owentschaute	_
Owepoaka	m. stove poker. 	https://ereimer.net/plautdietsch/pddefns.htm#Owepoaka	Owepoaka	_
Owesied	f. woodshed. 	https://ereimer.net/plautdietsch/pddefns.htm#Owesied	Owesied	_
Owesied	woodshed; lit the side of the stove. 	https://ereimer.net/plautdietsch/pddefns.htm#Owesied	Owesied	_
Päakjel	m. brine. 	https://ereimer.net/plautdietsch/pddefns.htm#P%C3%A4akjel	Päakjel	_
Päakjelfleesch	meat pickled in brine. 	https://ereimer.net/plautdietsch/pddefns.htm#P%C3%A4akjelfleesch	Päakjelfleesch	Pekelflēēsch	http://example.org/lexicon#dat_Pekelfl%C4%93%C4%93sch
päakjle , ennpäakjle	to pickle in brine. 	https://ereimer.net/plautdietsch/pddefns.htm#p%C3%A4akjle%20%2C%20ennp%C3%A4akjle	päakjle	_
_	_	_	,	_
_	_	_	ennpäakjle	_
Pacht	f. (pl: e) rent, lease, leasehold. 	https://ereimer.net/plautdietsch/pddefns.htm#Pacht	Pacht	Pacht	http://example.org/lexicon#Pacht
pachte	to rent, to lease. 	https://ereimer.net/plautdietsch/pddefns.htm#pachte	pachte	Pacht	http://example.org/lexicon#Pacht
_	_	_	pachte	pachten	http://example.org/lexicon#%28sik%29_pachten
Pachtjelt	rental, rent money. 	https://ereimer.net/plautdietsch/pddefns.htm#Pachtjelt	Pachtjelt	_
Pachtwoninj	f. tenement, rented quarters. 	https://ereimer.net/plautdietsch/pddefns.htm#Pachtwoninj	Pachtwoninj	_
pack die!	scat, beat it, get out of here. 	https://ereimer.net/plautdietsch/pddefns.htm#pack%20die%21	pack	Pack	http://example.org/lexicon#Sack_un_Pack
_	_	_	pack	Pack	http://example.org/lexicon#dat_Pack
_	_	_	pack	Perk	http://example.org/lexicon#Perk
_	_	_	die!	di	http://example.org/lexicon#di
Pack	n. pack, package, parcel. 	https://ereimer.net/plautdietsch/pddefns.htm#Pack	Pack	Pack	http://example.org/lexicon#Sack_un_Pack
_	_	_	Pack	Pack	http://example.org/lexicon#dat_Pack
_	_	_	Pack	Perk	http://example.org/lexicon#Perk
Packäsel	m. packmule. 	https://ereimer.net/plautdietsch/pddefns.htm#Pack%C3%A4sel	Packäsel	_
packe	to pack. 	https://ereimer.net/plautdietsch/pddefns.htm#packe	packe	Pack	http://example.org/lexicon#Sack_un_Pack
_	_	_	packe	Pack	http://example.org/lexicon#dat_Pack
_	_	_	packe	Packen	http://example.org/lexicon#Packen
_	_	_	packe	Perk	http://example.org/lexicon#Perk
_	_	_	packe	packen	http://example.org/lexicon#%C4%93%C4%93n_bi_de_%C5%8Chren_packen
_	_	_	packe	packen	http://example.org/lexicon#sik_packen
_	_	_	packe	packen	http://example.org/lexicon#t%C5%8D_Bett_packen
_	_	_	packe	peken	http://example.org/lexicon#peken
Paddelboot	n. canoe. 	https://ereimer.net/plautdietsch/pddefns.htm#Paddelboot	Paddelboot	_
paddle	to paddle. 	https://ereimer.net/plautdietsch/pddefns.htm#paddle	paddle	_
Pajchta	m. (pl: sch) renter, crofter. 	https://ereimer.net/plautdietsch/pddefns.htm#Pajchta	Pajchta	Pächter	http://example.org/lexicon#P%C3%A4chter
Pajchta 'rüt driewe	evict. 	https://ereimer.net/plautdietsch/pddefns.htm#Pajchta%20%27r%C3%BCt%20driewe	Pajchta	Pächter	http://example.org/lexicon#P%C3%A4chter
_	_	_	'rüt	_
_	_	_	driewe	Driev	http://example.org/lexicon#Driev
_	_	_	driewe	drieḃen	http://example.org/lexicon#Stoot_drie%E1%B8%83en
_	_	_	driewe	drieḃen	http://example.org/lexicon#T%C3%B6verie_drie%E1%B8%83en
_	_	_	driewe	drieḃen	http://example.org/lexicon#drie%E1%B8%83en
_	_	_	driewe	drieḃen	http://example.org/lexicon#in%E2%80%99e_Bucht_drie%E1%B8%83en
_	_	_	driewe	drieḃen	http://example.org/lexicon#in%E2%80%99t_Hock_drie%E1%B8%83en
_	_	_	driewe	drieḃen	http://example.org/lexicon#t%C5%8D_dull_drie%E1%B8%83en
päkje	to speed. 	https://ereimer.net/plautdietsch/pddefns.htm#p%C3%A4kje	päkje	Peek	http://example.org/lexicon#Peek
_	_	_	päkje	Pēēk	http://example.org/lexicon#P%C4%93%C4%93k
_	_	_	päkje	peken	http://example.org/lexicon#peken
_	_	_	päkje	pēken	http://example.org/lexicon#p%C4%93ken
Pa'kozh	f. baggage, luggage. 	https://ereimer.net/plautdietsch/pddefns.htm#Pa%27kozh	Pa'kozh	_
Panküak	f. pancake. 	https://ereimer.net/plautdietsch/pddefns.htm#Pank%C3%BCak	Panküak	_
